"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000070","mitotic sister chromatid segregation","23/297","188/18888",0.122340425531915,7.78035675908016,11.8091599859907,2.65867174688412e-14,8.53699497924492e-11,7.95082782410294e-11,"KIF2C/PSRC1/KIF14/NEK2/CENPF/KIF18A/ATM/RACGAP1/ESPL1/AAAS/SKA3/KNL1/PLK1/AURKB/SPC24/AURKC/BUB1/MYBL2/CENPK/KIF4B/SPDL1/HSPA1A/TTK",23
"GO:0050000","chromosome localization","16/297","120/18888",0.133333333333333,8.47946127946128,10.3886779482824,6.66641059028861e-11,2.67573055067709e-08,2.49200953776447e-08,"KIF2C/PSRC1/KIF14/NEK2/CENPF/NUP98/KIF18A/ATM/RACGAP1/SKA3/KNL1/AURKB/SPC24/AURKC/ECT2/SPDL1",16
"GO:0071173","spindle assembly checkpoint signaling","9/297","46/18888",0.195652173913043,12.4426877470356,9.82091161118506,3.44446432430307e-08,6.50598526196303e-06,6.05927129742725e-06,"CENPF/ATM/KNL1/PLK1/AURKB/SPC24/BUB1/SPDL1/TTK",9
"GO:0071174","mitotic spindle checkpoint signaling","9/297","46/18888",0.195652173913043,12.4426877470356,9.82091161118506,3.44446432430307e-08,6.50598526196303e-06,6.05927129742725e-06,"CENPF/ATM/KNL1/PLK1/AURKB/SPC24/BUB1/SPDL1/TTK",9
"GO:0140694","non-membrane-bounded organelle assembly","20/297","413/18888",0.0484261501210654,3.07970748648715,5.40123902504708,9.39266519778288e-06,0.000529120139475102,0.000492789692094205,"RC3H1/ASPM/LMOD1/NEK2/CENPF/RACGAP1/AAAS/CENPJ/PLK1/AURKB/MAPT/RTTN/RPS19/PLA2G4C/AURKC/MYBL2/CENPK/KIF4B/HSPA1A/SQLE",20
"GO:0000375","RNA splicing, via transesterification reactions","17/297","341/18888",0.0498533724340176,3.17047305903611,5.11214416250703,3.06793468200735e-05,0.00153924035373838,0.00143355303151034,"RSRP1/RBM15/PRPF3/SMNDC1/NUP98/CWF19L2/SCAF11/RBM25/LUC7L/NOL3/EIF1/XAB2/PRPF40A/PAXBP1/DHX15/METTL14/CWC27",17
"GO:0034501","protein localization to kinetochore","4/297","15/18888",0.266666666666667,16.9589225589226,7.81514546895236,7.13214953142595e-05,0.00318074057575121,0.00296234456414929,"KNL1/AURKB/SPDL1/TTK",4
"GO:1903083","protein localization to condensed chromosome","4/297","15/18888",0.266666666666667,16.9589225589226,7.81514546895236,7.13214953142595e-05,0.00318074057575121,0.00296234456414929,"KNL1/AURKB/SPDL1/TTK",4
"GO:0001890","placenta development","10/297","150/18888",0.0666666666666667,4.23973063973064,5.03502063608472,0.000133924724442559,0.0053754036273132,0.00500631765975407,"RBM15/ARNT/HTRA1/E2F8/PKD1/SP3/LIF/CCDC134/PTN/NDP",10
"GO:0007292","female gamete generation","10/297","163/18888",0.0613496932515337,3.90159261324906,4.70248766857591,0.000263701228756414,0.0102017427173114,0.00950127065183224,"ASPM/ATM/PLK1/TOP2A/FUT6/INSL3/EHMT2/TTK/PTN/PIWIL2",10
"GO:0035089","establishment of apical/basal cell polarity","4/297","22/18888",0.181818181818182,11.5629017447199,6.26560489066281,0.000350423209338203,0.0127864650589201,0.011908520786242,"PATJ/LAMA1/SH3BP1/WNT5A",4
"GO:0001889","liver development","9/297","143/18888",0.0629370629370629,4.00254291163382,4.55536162261731,0.000441359408311129,0.015746722889856,0.0146655213919523,"UPF2/E2F8/ONECUT1/PKD1/TYMS/SP3/RHBDD3/PTN/EZH2",9
"GO:0070841","inclusion body assembly","4/297","24/18888",0.166666666666667,10.5993265993266,5.94754633795329,0.000496591171103316,0.0171457446280941,0.0159684834986363,"MAPT/CDC34/DNAJB2/HSPA1A",4
"GO:2000573","positive regulation of DNA biosynthetic process","6/297","70/18888",0.0857142857142857,5.45108225108225,4.71559226802217,0.000810320311542747,0.0255092011800369,0.0237576883910521,"USP1/NEK2/ATM/CHTF18/AURKB/CCNA2",6
"GO:0061351","neural precursor cell proliferation","9/297","167/18888",0.0538922155688623,3.42732716385411,3.98226694912185,0.00133644105754699,0.0408696403407941,0.0380634490675789,"DMRTA2/ASPM/KIF14/RACGAP1/WNT5A/EGF/PTN/FZD6/MELK",9
"GO:0051290","protein heterotetramerization","3/297","15/18888",0.2,12.7191919191919,5.73893314469715,0.00152208880647607,0.0454098805094258,0.0422919472626264,"PKD1/KRT10/RRM2",3
"GO:0032508","DNA duplex unwinding","6/297","79/18888",0.0759493670886076,4.83007288070579,4.31167551757369,0.00152733325911491,0.0454098805094258,0.0422919472626264,"CHD1L/HELB/CHTF18/TOP2A/CDC45/ZGRF1",6
"GO:0048146","positive regulation of fibroblast proliferation","5/297","54/18888",0.0925925925925926,5.88851477740367,4.54685252812481,0.00156568903087679,0.0461231878728932,0.0429562775154124,"NGFR/E2F1/LIF/WNT5A/CCNA2",5
